event,band,measurement_mode,N,redshift_adopted,mjd_min,mjd_max,span_observer_days,span_rest_days,publication_reference_mjd,reference_epoch_type,reference_epoch_provenance_status,N_pre_reference,N_at_reference,N_post_reference,fraction_pre_reference,fraction_post_reference,first_minus_reference_observer_days,last_minus_reference_observer_days,first_minus_reference_rest_days,last_minus_reference_rest_days,median_positive_cadence_observer_days,median_positive_cadence_rest_days,p90_positive_cadence_observer_days,p90_positive_cadence_rest_days,max_gap_observer_days,max_gap_rest_days,max_gap_start_mjd,max_gap_end_mjd,first_post_reference_mjd,last_pre_reference_mjd,temporal_window_applied,model_time_defined,historical_N,reconstructed_N,historical_mjd_min,historical_mjd_max,historical_span_observer_days,reconstructed_minus_historical_N,earliest_newly_retained_mjd,latest_newly_retained_mjd,newly_retained_pre_reference_N,newly_retained_post_reference_N,has_pre_reference_data,has_post_reference_data,contains_multi_year_span,notes
AT2018hyz,g,MAGNITUDE,79,0.04573,58405.480409999844,58652.978515625,247.4981056251563,236.67495971728488,58429.0,bolometric_peak,VERIFIED_EXACT,2,0,77,0.02531645569620253,0.9746835443037974,-23.519590000156313,223.978515625,-22.491073221726747,214.1838864955581,2.0859375,1.994719000124315,6.365429687499999,6.087068064892466,15.006070000119507,14.349851300163051,58405.480409999844,58420.48647999996,58432.352736666646,58420.48647999996,False,False,79,79,58405.480409999844,58652.978515625,247.4981056251563,0,,,0,0,True,True,False,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2019qiz,g,MAGNITUDE,55,0.01513,58746.5,58907.47,160.97000000000116,158.57082344133377,58764.0,bolometric_peak,VERIFIED_EXACT,11,0,44,0.2,0.8,-17.5,143.47000000000116,-17.239171337661183,141.33165210367258,2.845000000001164,2.8025967117523507,6.219000000000961,6.126308945653228,8.400000000001455,8.274802242078803,58840.82,58849.22,58766.31,58763.45,False,False,55,55,58746.5,58907.47,160.97000000000116,0,,,0,0,True,True,False,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2019qiz,i,MAGNITUDE,29,0.01513,58752.27,58903.11,150.84000000000378,148.59180597559305,58764.0,bolometric_peak,VERIFIED_EXACT,3,0,26,0.10344827586206896,0.896551724137931,-11.730000000003201,139.11000000000058,-11.555170273761194,137.03663570183184,4.104999999999563,4.04381704806238,8.681999999999972,8.552599174489938,15.37999999999738,15.150768867039078,58882.5,58897.88,58766.32,58762.26,False,False,29,29,58752.27,58903.11,150.84000000000378,0,,,0,0,True,True,False,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2019qiz,r,MAGNITUDE,61,0.01513,58745.49,58907.48,161.99000000000524,159.5756208564472,58764.0,bolometric_peak,VERIFIED_EXACT,9,0,52,0.14754098360655737,0.8524590163934426,-18.510000000002037,143.4800000000032,-18.234117797722494,141.3415030587247,2.7400000000016007,2.699161683726814,5.260000000002766,5.1816023563511715,10.019999999996799,9.870656960189136,58881.11,58891.13,58766.31,58763.49,False,False,61,61,58745.49,58907.48,161.99000000000524,0,,,0,0,True,True,False,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020wey,W1,FLUX,20,0.02738,56954.72054806,60396.10768027,3441.387132209995,3349.6730831921927,59152.0,fitted_ZTF_r_band_peak,VERIFIED_EXACT,13,0,7,0.65,0.35,-2197.2794519399977,1244.1076802699972,-2138.721263738829,1210.9518194533641,167.42449480499636,162.96257938153008,209.67367699000607,204.08580757850658,209.75879699500365,204.16865910860992,60029.019514975,60238.77831197,59300.63709439,59143.278646855004,False,False,8,20,56954.72054806,60029.019514975,3074.2989669149974,12,57316.59601323,60396.10768027,7,5,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020wey,W2,FLUX,20,0.02738,56954.72054806,60396.10768027,3441.387132209995,3349.6730831921927,59152.0,fitted_ZTF_r_band_peak,VERIFIED_EXACT,13,0,7,0.65,0.35,-2197.2794519399977,1244.1076802699972,-2138.721263738829,1210.9518194533641,167.42449480499636,162.96257938153008,209.67367699000607,204.08580757850658,209.75879699500365,204.16865910860992,60029.019514975,60238.77831197,59300.63709439,59143.278646855004,False,False,10,20,56954.72054806,60396.10768027,3441.387132209995,10,57316.59601323,60238.77831197,6,4,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020wey,g,FLUX,683,0.02738,58422.47346059978,60706.41350689996,2283.9400463001803,2223.0723260139193,59152.0,fitted_ZTF_r_band_peak,VERIFIED_EXACT,255,0,428,0.3733528550512445,0.6266471449487555,-729.5265394002199,1554.4135068999603,-710.0844277679339,1512.9878982459854,0.9989293999969959,0.9723076174317156,5.929785910062492,5.77175525128238,157.24775459989905,153.05705250238378,60438.20024310006,60595.44799769996,59153.515729200095,59151.392419000156,False,False,428,683,58422.47346059978,60686.28158560023,2263.808125000447,255,58422.47437500022,60706.41350689996,116,139,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020wey,r,FLUX,801,0.02738,58422.52891199989,60706.277326399926,2283.7484144000337,2222.885801164159,59152.0,fitted_ZTF_r_band_peak,VERIFIED_EXACT,327,0,474,0.40823970037453183,0.5917602996254682,-729.4710880001076,1554.277326399926,-710.030454165068,1512.8553469990911,0.9807234001345932,0.9545868131894657,5.028613459970802,4.894599330306996,157.28685190016404,153.09510784730483,60438.225266200025,60595.51211810019,59153.49020829983,59151.44906250015,False,False,433,801,58422.52891199989,60696.4343634001,2273.9054514002055,368,58423.509039400145,60706.277326399926,160,208,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020ysg,W1,FLUX,21,0.277,56806.16809949,60438.61998174,3632.451882249996,2844.5198764682814,59122.64,model_derived_K_corrected_multiband_peak,VERIFIED_EXACT,13,0,8,0.6190476190476191,0.38095238095238093,-2316.471900509998,1315.979981739998,-1813.9952235786982,1030.5246528895834,179.40008132000003,140.48557660140955,208.57346003300046,163.33082226546628,208.76356624999607,163.47969166013786,59343.15324826,59551.91681451,59185.03460178,58978.85891881,False,False,16,21,56996.043039775,60438.61998174,3442.576941964995,5,56806.16809949,58456.41650621,5,0,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020ysg,W2,FLUX,21,0.277,56806.16809949,60438.61998174,3632.451882249996,2844.5198764682814,59122.64,model_derived_K_corrected_multiband_peak,VERIFIED_EXACT,13,0,8,0.6190476190476191,0.38095238095238093,-2316.471900509998,1315.979981739998,-1813.9952235786982,1030.5246528895834,179.40008132000003,140.48557660140955,208.57346003300046,163.33082226546628,208.76356624999607,163.47969166013786,59343.15324826,59551.91681451,59185.03460178,58978.85891881,False,False,14,21,56806.16809949,60438.61998174,3632.451882249996,7,57164.96826213,58820.57345153,7,0,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020ysg,g,FLUX,421,0.277,58423.496099499986,60684.445439800154,2260.949340300169,1770.516319733883,59122.64,model_derived_K_corrected_multiband_peak,VERIFIED_EXACT,171,0,250,0.40617577197149646,0.5938242280285035,-699.1439005000138,1561.805439800155,-547.4893504307078,1223.0269693031753,1.9693113500252366,1.5421388802077027,9.01884256019257,7.062523539696609,157.28973380010575,123.1712872357915,60462.22452550009,60619.514259300195,59150.516018500086,59033.19934030017,False,False,327,421,58426.49311339995,60684.445439800154,2257.9523264002055,94,58423.496099499986,60680.441145800054,81,13,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020ysg,i,FLUX,79,0.277,58582.30288190022,60067.391342599876,1485.0884606996551,1162.9510263897064,59122.64,model_derived_K_corrected_multiband_peak,VERIFIED_EXACT,16,0,63,0.20253164556962025,0.7974683544303798,-540.3371180997783,944.7513425998768,-423.13008465135334,739.820941738353,5.019236099906266,3.9304902896681795,47.95003473991528,37.54897003908792,234.1743402001448,183.37849663284635,58955.35644679982,59189.53078699997,59189.53078699997,58955.35644679982,False,False,67,79,58806.52000000002,60067.391342599876,1260.8713425998576,12,58582.30288190022,59985.36921299994,9,3,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020ysg,r,FLUX,531,0.277,58426.54271990014,60398.36825230019,1971.8255324000493,1544.1076996084957,59122.64,model_derived_K_corrected_multiband_peak,VERIFIED_EXACT,210,0,321,0.3954802259887006,0.6045197740112994,-696.097280099857,1275.7282523001923,-545.1035866091283,999.0041129993674,1.0101563001517206,0.7910386062268759,6.980483810091392,5.466314651598584,90.32589119998738,70.73288269380373,58679.20106479991,58769.5269559999,59137.53096059989,59056.18086809991,False,False,421,531,58426.54271990014,60315.38252309989,1888.8398031997494,110,58438.55707179988,60398.36825230019,94,16,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020yue,W1,FLUX,21,0.204,56803.40296148,60435.98879698,3632.5858354999946,3017.097870016607,59179.44,fitted_rest_frame_g_band_peak,VERIFIED_EXACT,13,0,8,0.6190476190476191,0.38095238095238093,-2376.0370385200004,1256.5487969799942,-1973.4526898006648,1043.645180215942,179.45302171249932,149.04736022632835,208.67255645600162,173.31607679069901,208.96342093499698,173.55765858388455,59340.53721965,59549.500640585,59182.387754945,58976.4051173,False,False,10,21,56803.40296148,60435.98879698,3632.5858354999946,11,56993.64551672,60277.798749415,7,4,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020yue,W2,FLUX,21,0.204,56803.40296148,60435.98879698,3632.5858354999946,3017.097870016607,59179.44,fitted_rest_frame_g_band_peak,VERIFIED_EXACT,13,0,8,0.6190476190476191,0.38095238095238093,-2376.0370385200004,1256.5487969799942,-1973.4526898006648,1043.645180215942,179.45302171249932,149.04736022632835,208.67255645600162,173.31607679069901,208.96342093499698,173.55765858388455,59340.53721965,59549.500640585,59182.387754945,58976.4051173,False,False,13,21,56803.40296148,60435.98879698,3632.5858354999946,8,56993.64551672,60277.798749415,6,2,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020yue,g,FLUX,218,0.204,58472.522962999996,60699.377465299796,2226.8545022998005,1849.5469288204324,59179.44,fitted_rest_frame_g_band_peak,VERIFIED_EXACT,80,0,138,0.3669724770642202,0.6330275229357798,-706.9170370000065,1519.937465299794,-587.1403961794074,1262.406532641025,3.0300463000312448,2.5166497508565158,19.206270820181835,15.95205217623076,169.2350462996401,140.56066968408646,60450.281099500135,60619.516145799775,59182.56280090008,59177.52918979991,False,False,168,218,58482.50486110011,60699.377465299796,2216.872604199685,50,58472.522962999996,60450.281099500135,37,13,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020yue,r,FLUX,282,0.204,58472.54479169985,60257.51686340012,1784.9720717002638,1482.5349432726443,59179.44,fitted_rest_frame_g_band_peak,VERIFIED_EXACT,117,0,165,0.4148936170212766,0.5851063829787234,-706.8952083001495,1078.0768634001142,-587.1222660300245,895.4126772426198,2.0151042002253234,1.6736745849047538,9.980752399656922,8.289661461509072,130.88663189997897,108.70982715945097,59984.341851899866,60115.228483799845,59185.52653940022,59170.54157410003,False,False,230,282,58476.4469444002,60257.51686340012,1781.069918999914,52,58472.54479169985,60231.53547450015,46,6,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020zso,B,FLUX,18,0.0563,59173.046423,60411.74556,1238.6991370000032,1172.6773994130485,59184.0,bolometric_peak,VERIFIED_EXACT,5,0,13,0.2777777777777778,0.7222222222222222,-10.953577000000223,1227.745560000003,-10.369759538010246,1162.3076398750384,4.385406999994302,4.1516680867123945,50.774249599997745,48.06802007005372,1055.8805820000052,999.6029366657249,59355.864978,60411.74556,59184.270007,59182.481793,False,False,14,18,59173.046423,59341.692684,168.6462610000017,4,59321.217669,60411.74556,0,4,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020zso,U,FLUX,18,0.0563,59173.045444,60411.744572,1238.6991280000002,1172.677390892739,59184.0,bolometric_peak,VERIFIED_EXACT,5,0,13,0.2777777777777778,0.7222222222222222,-10.954555999996956,1227.7445720000032,-10.37068635803934,1162.3067045346997,4.385327000003599,4.151592350661364,50.77388419999774,48.067674145600435,1055.880511000003,999.6028694499697,59355.864061,60411.744572,59184.269258,59182.481054,False,False,15,18,59173.045444,59341.692298,168.6468539999987,3,59328.348896,60411.744572,0,3,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020zso,UVM2,FLUX,17,0.0563,59173.053128,60411.751853,1238.698725000002,1172.6770093723394,59184.0,bolometric_peak,VERIFIED_EXACT,5,0,12,0.29411764705882354,0.7058823529411765,-10.94687200000044,1227.7518530000016,-10.363411909495824,1162.3135974628435,5.367600500001572,5.0815114077455,59.92665299999862,56.732607213858394,1055.8775680000035,999.6000833096691,59355.874285,60411.751853,59184.278785,59182.490275,False,False,17,17,59173.053128,60411.751853,1238.698725000002,0,,,0,0,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020zso,UVW1,FLUX,18,0.0563,59173.044009,60411.742973,1238.698964000003,1172.6772356338188,59184.0,bolometric_peak,VERIFIED_EXACT,5,0,13,0.2777777777777778,0.7222222222222222,-10.955991000002541,1227.7429730000003,-10.372044873617856,1162.305190760201,4.3851639999993495,4.151438038435434,50.77329059999905,48.067112184037725,1055.8806919999988,999.603040802801,59355.862281,60411.742973,59184.268139,59182.479957,False,False,18,18,59173.044009,60411.742973,1238.698964000003,0,,,0,0,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020zso,UVW2,FLUX,18,0.0563,59173.048803,60411.747556,1238.6987530000042,1172.6770358799624,59184.0,bolometric_peak,VERIFIED_EXACT,5,0,13,0.2777777777777778,0.7222222222222222,-10.95119700000214,1227.747556000002,-10.367506390232073,1162.3095294897303,4.385634000005666,4.151882987792924,50.77506280000383,48.068789927107666,1055.879922,999.6023118432264,59355.867634,60411.747556,59184.272864,59182.48457,False,False,18,18,59173.048803,60411.747556,1238.6987530000042,0,,,0,0,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020zso,W1,FLUX,21,0.0563,56806.59137009,60454.79827351,3648.206903420003,3453.7602039382778,59184.0,bolometric_peak,VERIFIED_EXACT,14,0,7,0.6666666666666666,0.3333333333333333,-2377.4086299100018,1270.7982735100013,-2250.694527984476,1203.0656759538022,180.95796430000337,171.3130401401149,201.29568790849444,190.56677829072655,203.76765859000443,192.90699478368307,59522.68014508,59726.44780367,59359.3580796,59158.45764373,False,False,10,21,56985.00447313,60454.79827351,3469.793800380001,11,56806.59137009,60253.791201675,9,2,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020zso,W2,FLUX,21,0.0563,56806.59137009,60454.79827351,3648.206903420003,3453.7602039382778,59184.0,bolometric_peak,VERIFIED_EXACT,14,0,7,0.6666666666666666,0.3333333333333333,-2377.4086299100018,1270.7982735100013,-2250.694527984476,1203.0656759538022,180.95796430000337,171.3130401401149,201.29568790849444,190.56677829072655,203.76765859000443,192.90699478368307,59522.68014508,59726.44780367,59359.3580796,59158.45764373,False,False,11,21,56806.59137009,60454.79827351,3648.206903420003,10,56985.00447313,59359.3580796,9,1,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020zso,g,FLUX,269,0.0563,58469.10606480017,60664.11395830009,2195.0078934999183,2078.015614408708,59184.0,bolometric_peak,VERIFIED_EXACT,89,0,180,0.3308550185873606,0.6691449814126395,-714.893935199827,1480.1139583000913,-676.7906231182684,1401.2249912904394,2.956666649784893,2.7990785286233955,10.96123718987219,10.377011445491044,198.28798609972,187.71938473891888,58829.085486100055,59027.373472199775,59184.148958299775,59182.15505790012,False,False,162,269,58472.127419000026,60664.11395830009,2191.9865393000655,107,58469.10606480017,60635.12015049998,36,71,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020zso,i,FLUX,64,0.0563,58716.328645799775,60577.339560199995,1861.01091440022,1761.8204245008235,59184.0,bolometric_peak,VERIFIED_EXACT,9,0,55,0.140625,0.859375,-467.6713542002253,1393.3395601999946,-442.7448207897617,1319.0756037110618,4.998622700106353,4.732199848628564,17.79273384008557,16.844394433480613,630.1384721999057,596.5525629081753,58769.30137730017,59399.43984950008,59399.43984950008,58769.30137730017,False,False,40,64,58733.42484949995,60149.4699074002,1416.04505790025,24,58716.328645799775,60577.339560199995,5,19,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
AT2020zso,r,FLUX,324,0.0563,58469.06981479982,60666.13548609987,2197.06567130005,2079.963714191091,59184.0,bolometric_peak,VERIFIED_EXACT,107,0,217,0.33024691358024694,0.6697530864197531,-714.9301852001809,1482.135486099869,-676.8249410207146,1403.1387731703767,2.0588887999765575,1.9491515667675448,9.167569419927895,8.67894482621215,181.35285879997537,171.68688705857744,59550.102511600126,59731.4553704001,59187.16989579983,59182.197233799845,False,False,232,324,58469.06981479982,60666.13548609987,2197.06567130005,92,58474.14603010006,60648.15511569986,39,53,True,True,True,"Publication/reference epochs are heterogeneous descriptive anchors, not disruption time, fallback time, t0, t_ref, C_event, or model zero. No temporal fitting window or model time is defined."
